project_type,location_tier,total_area_sqft,num_floors,structure_type,material_quality,num_workers,site_condition,cost_inr,duration_days
Industrial,Tier2,24110,1,Prefabricated,Premium,7,Moderate,97293000.0,1500.0
Residential,Tier1,12390,13,RCC,Premium,118,Difficult,82422000.0,234.0
Commercial,Tier3,45321,8,RCC,Premium,123,Moderate,153117000.0,642.0
Commercial,Tier2,18592,1,Load Bearing,Premium,25,Moderate,60817000.0,1131.0
Industrial,Tier2,41610,15,Prefabricated,Premium,170,Easy,222261000.0,436.0
Residential,Tier3,25546,11,Steel Frame,Basic,73,Moderate,49396000.0,627.0
Residential,Tier2,21787,11,Steel Frame,Premium,24,Difficult,129363000.0,1500.0
Industrial,Tier1,14649,18,Steel Frame,Basic,88,Easy,49267000.0,382.0
Residential,Tier2,29295,3,Load Bearing,Standard,52,Moderate,64020000.0,1071.0
Industrial,Tier2,39213,4,Steel Frame,Premium,99,Easy,156571000.0,576.0
Residential,Tier2,9556,19,Steel Frame,Basic,122,Difficult,29330000.0,205.0
Residential,Tier3,3364,7,Steel Frame,Basic,118,Moderate,5518000.0,47.0
Industrial,Tier3,41569,14,Prefabricated,Standard,104,Easy,107183000.0,790.0
Commercial,Tier3,49515,8,Prefabricated,Premium,21,Moderate,183114000.0,1500.0
Commercial,Tier1,43189,15,Load Bearing,Premium,37,Easy,228042000.0,1500.0
Industrial,Tier2,47900,15,RCC,Basic,18,Difficult,111975000.0,1500.0
Industrial,Tier1,26486,14,Load Bearing,Premium,180,Difficult,164322000.0,407.0
Commercial,Tier1,7376,5,Prefabricated,Premium,132,Difficult,40554000.0,96.0
Infrastructure,Tier1,11421,4,Steel Frame,Basic,30,Difficult,28366000.0,565.0
Infrastructure,Tier1,28329,6,RCC,Basic,163,Moderate,60493000.0,329.0
Industrial,Tier1,47266,10,Load Bearing,Premium,108,Moderate,250596000.0,942.0
Industrial,Tier3,45853,1,RCC,Premium,157,Easy,125860000.0,360.0
Infrastructure,Tier3,37140,6,Steel Frame,Basic,108,Easy,64184000.0,456.0
Industrial,Tier2,41441,14,Steel Frame,Basic,172,Moderate,103893000.0,472.0
Residential,Tier2,29057,6,Steel Frame,Standard,179,Easy,92361000.0,217.0
Infrastructure,Tier1,46452,11,Steel Frame,Basic,183,Easy,126419000.0,440.0
Residential,Tier1,10092,6,Prefabricated,Basic,77,Easy,24689000.0,168.0
Infrastructure,Tier2,6234,12,RCC,Basic,46,Difficult,14322000.0,319.0
Commercial,Tier1,47644,8,Load Bearing,Basic,199,Difficult,116959000.0,601.0
Infrastructure,Tier1,24964,14,Steel Frame,Basic,79,Difficult,79945000.0,684.0
Industrial,Tier3,36789,7,Prefabricated,Basic,82,Easy,54365000.0,643.0
Commercial,Tier1,34940,14,Steel Frame,Premium,125,Moderate,238358000.0,629.0
Infrastructure,Tier1,45009,14,Steel Frame,Standard,48,Moderate,216179000.0,1500.0
Commercial,Tier2,39284,4,Prefabricated,Premium,173,Easy,148610000.0,288.0
Infrastructure,Tier1,8000,1,Steel Frame,Premium,124,Easy,45056000.0,82.0
Residential,Tier2,4911,10,Prefabricated,Standard,33,Difficult,15203000.0,267.0
Commercial,Tier3,30843,3,Steel Frame,Premium,43,Easy,108217000.0,871.0
Commercial,Tier2,48131,2,Load Bearing,Basic,106,Difficult,71223000.0,826.0
Commercial,Tier1,26506,5,Prefabricated,Premium,199,Difficult,163231000.0,216.0
Commercial,Tier1,40647,19,RCC,Premium,191,Easy,240201000.0,545.0
Residential,Tier3,29509,6,Prefabricated,Basic,52,Moderate,43017000.0,884.0
Residential,Tier3,16586,16,Prefabricated,Premium,104,Difficult,75512000.0,335.0
Commercial,Tier3,26649,4,Load Bearing,Standard,104,Moderate,46474000.0,485.0
Industrial,Tier1,6219,18,Load Bearing,Standard,165,Moderate,22588000.0,100.0
Residential,Tier2,10487,19,Steel Frame,Premium,14,Difficult,69546000.0,1500.0
Infrastructure,Tier3,23326,4,Steel Frame,Standard,36,Moderate,55609000.0,919.0
Industrial,Tier3,48147,10,Prefabricated,Standard,170,Difficult,133898000.0,558.0
Commercial,Tier2,13403,18,Prefabricated,Standard,197,Easy,46296000.0,138.0
Residential,Tier2,3932,4,Steel Frame,Basic,150,Difficult,8279000.0,46.0
Residential,Tier2,43848,12,RCC,Basic,64,Easy,81295000.0,1470.0
Commercial,Tier3,26259,2,Prefabricated,Basic,118,Easy,37324000.0,276.0
Infrastructure,Tier2,43354,14,Load Bearing,Basic,99,Easy,80735000.0,1020.0
Commercial,Tier2,34887,3,RCC,Premium,97,Difficult,143797000.0,638.0
Residential,Tier3,3060,13,Steel Frame,Basic,13,Difficult,6556000.0,522.0
Commercial,Tier3,34682,7,Prefabricated,Premium,11,Moderate,132321000.0,1500.0
Residential,Tier3,17662,17,Load Bearing,Premium,126,Easy,57125000.0,374.0
Commercial,Tier3,23688,10,RCC,Standard,102,Easy,49825000.0,450.0
Infrastructure,Tier2,4318,14,Prefabricated,Premium,99,Easy,20255000.0,84.0
Infrastructure,Tier2,13293,15,Load Bearing,Basic,93,Difficult,25072000.0,437.0
Residential,Tier3,40916,3,Load Bearing,Premium,93,Difficult,111547000.0,831.0
Industrial,Tier1,15348,2,Prefabricated,Basic,18,Moderate,33748000.0,1152.0
Infrastructure,Tier1,26405,3,Load Bearing,Premium,91,Moderate,114062000.0,525.0
Residential,Tier3,1814,5,Steel Frame,Premium,178,Moderate,6367000.0,30.0
Residential,Tier3,48498,14,Load Bearing,Basic,31,Moderate,67063000.0,1500.0
Industrial,Tier2,13441,11,Prefabricated,Standard,197,Easy,41165000.0,107.0
Industrial,Tier1,39921,3,Prefabricated,Standard,9,Moderate,135530000.0,1500.0
Infrastructure,Tier1,11213,10,RCC,Premium,61,Difficult,68173000.0,419.0
Industrial,Tier3,40058,7,Load Bearing,Basic,172,Easy,48060000.0,466.0
Residential,Tier1,42019,12,Steel Frame,Basic,107,Easy,127707000.0,668.0
Industrial,Tier3,41531,18,Prefabricated,Premium,150,Difficult,211745000.0,732.0
Infrastructure,Tier1,38824,4,Load Bearing,Basic,45,Moderate,69079000.0,1500.0
Infrastructure,Tier1,9274,2,Steel Frame,Standard,13,Easy,29969000.0,934.0
Industrial,Tier3,48896,14,Prefabricated,Basic,173,Easy,77302000.0,489.0
Commercial,Tier1,9039,9,Load Bearing,Premium,170,Moderate,43299000.0,106.0
Infrastructure,Tier3,17193,8,Steel Frame,Premium,38,Moderate,68927000.0,819.0
Residential,Tier3,28120,19,Prefabricated,Premium,34,Easy,119959000.0,1500.0
Industrial,Tier3,17521,3,Prefabricated,Basic,46,Difficult,25199000.0,573.0
Residential,Tier1,32334,18,Load Bearing,Premium,105,Easy,177482000.0,879.0
Commercial,Tier1,26448,9,Prefabricated,Standard,121,Moderate,107707000.0,353.0
Industrial,Tier1,14634,15,Steel Frame,Standard,170,Difficult,69439000.0,199.0
Residential,Tier2,29204,9,Steel Frame,Basic,85,Easy,64487000.0,506.0
Infrastructure,Tier1,36821,15,Prefabricated,Premium,66,Moderate,263860000.0,1172.0
Infrastructure,Tier1,14956,16,Load Bearing,Standard,45,Moderate,55046000.0,881.0
Residential,Tier3,18259,12,Load Bearing,Basic,160,Moderate,24327000.0,279.0
Infrastructure,Tier1,39407,7,Load Bearing,Standard,130,Easy,117630000.0,591.0
Infrastructure,Tier3,13879,8,Load Bearing,Standard,11,Moderate,24969000.0,1500.0
Industrial,Tier1,11395,9,Load Bearing,Standard,189,Moderate,38713000.0,126.0
Industrial,Tier3,19040,4,Load Bearing,Premium,40,Moderate,52291000.0,859.0
Infrastructure,Tier2,3355,13,Load Bearing,Basic,182,Difficult,6360000.0,53.0
Residential,Tier3,31531,6,Prefabricated,Premium,154,Moderate,110041000.0,298.0
Commercial,Tier2,28012,5,Prefabricated,Basic,148,Difficult,50495000.0,324.0
Infrastructure,Tier1,47135,20,Steel Frame,Premium,89,Difficult,440533000.0,1438.0
Infrastructure,Tier3,48725,1,Prefabricated,Basic,31,Moderate,67002000.0,1500.0
Commercial,Tier3,30085,8,Load Bearing,Standard,188,Moderate,54524000.0,323.0
Residential,Tier1,29443,15,Steel Frame,Premium,30,Moderate,214117000.0,1500.0
Residential,Tier1,32649,17,RCC,Basic,35,Difficult,92800000.0,1500.0
Residential,Tier3,1244,16,Prefabricated,Standard,195,Moderate,3300000.0,30.0
Industrial,Tier3,6590,2,Load Bearing,Basic,59,Moderate,8019000.0,191.0
Commercial,Tier1,37981,3,Load Bearing,Standard,45,Moderate,109249000.0,1479.0
Infrastructure,Tier3,47110,5,Load Bearing,Basic,94,Moderate,57224000.0,1038.0
Residential,Tier3,43543,17,Steel Frame,Premium,161,Difficult,212066000.0,669.0
Industrial,Tier1,42975,5,Steel Frame,Premium,58,Difficult,254172000.0,1146.0
Commercial,Tier3,10120,9,Load Bearing,Premium,80,Moderate,29161000.0,273.0
Industrial,Tier1,7251,4,Prefabricated,Standard,55,Easy,21981000.0,167.0
Commercial,Tier2,47005,2,Prefabricated,Standard,184,Moderate,112839000.0,320.0
Infrastructure,Tier1,39762,3,RCC,Premium,184,Difficult,203756000.0,360.0
Residential,Tier1,38850,14,RCC,Premium,10,Easy,217841000.0,1500.0
Residential,Tier1,4027,13,Prefabricated,Premium,122,Easy,26366000.0,63.0
Industrial,Tier3,11954,7,Load Bearing,Standard,50,Moderate,24000000.0,511.0
Infrastructure,Tier2,21544,15,RCC,Premium,199,Easy,105114000.0,241.0
Commercial,Tier1,23428,2,Steel Frame,Standard,172,Moderate,85709000.0,201.0
Residential,Tier3,11189,17,Load Bearing,Standard,19,Moderate,24330000.0,1500.0
Industrial,Tier1,1568,9,RCC,Standard,26,Easy,5433000.0,111.0
Infrastructure,Tier1,31437,1,Prefabricated,Standard,194,Easy,98723000.0,179.0
Industrial,Tier1,15378,14,Load Bearing,Standard,176,Moderate,54970000.0,212.0
Infrastructure,Tier2,4669,20,Steel Frame,Standard,91,Easy,16984000.0,111.0
Residential,Tier3,21997,17,Prefabricated,Premium,10,Difficult,107842000.0,1500.0
Residential,Tier3,9736,1,Load Bearing,Premium,26,Moderate,26740000.0,643.0
Residential,Tier3,19403,6,Steel Frame,Standard,192,Moderate,50488000.0,171.0
Industrial,Tier2,46302,7,Prefabricated,Basic,177,Easy,92138000.0,397.0
Industrial,Tier1,45185,10,Prefabricated,Premium,40,Easy,280250000.0,1500.0
Industrial,Tier1,6642,7,Steel Frame,Premium,61,Easy,41509000.0,180.0
Industrial,Tier1,22862,19,RCC,Basic,176,Difficult,66826000.0,364.0
Commercial,Tier3,8177,17,Load Bearing,Basic,71,Moderate,12255000.0,294.0
Industrial,Tier1,36373,2,Load Bearing,Basic,123,Easy,66327000.0,463.0
Commercial,Tier2,30330,2,Steel Frame,Basic,145,Difficult,63638000.0,289.0
Infrastructure,Tier2,36826,16,Load Bearing,Basic,42,Moderate,66332000.0,1500.0
Infrastructure,Tier2,23149,8,Load Bearing,Standard,87,Moderate,53390000.0,540.0
Infrastructure,Tier3,26970,4,Load Bearing,Standard,118,Easy,42732000.0,400.0
Infrastructure,Tier2,23165,1,RCC,Basic,137,Difficult,41792000.0,244.0
Residential,Tier1,9063,15,Prefabricated,Premium,55,Moderate,64189000.0,331.0
Commercial,Tier3,25790,19,RCC,Premium,12,Moderate,103940000.0,1500.0
Industrial,Tier2,8968,8,Load Bearing,Basic,123,Difficult,17027000.0,179.0
Residential,Tier1,44857,16,Steel Frame,Basic,11,Moderate,151971000.0,1500.0
Commercial,Tier3,16944,19,Load Bearing,Basic,156,Moderate,28059000.0,294.0
Industrial,Tier3,49870,16,Load Bearing,Basic,157,Difficult,78126000.0,898.0
Industrial,Tier1,37618,16,Load Bearing,Basic,62,Moderate,92975000.0,1500.0
Residential,Tier3,41654,18,Prefabricated,Standard,167,Moderate,117228000.0,524.0
Infrastructure,Tier3,41278,2,Load Bearing,Standard,16,Difficult,77287000.0,1500.0
Infrastructure,Tier2,10622,10,Prefabricated,Premium,193,Moderate,47956000.0,101.0
Infrastructure,Tier3,25184,10,RCC,Basic,16,Difficult,39061000.0,1500.0
Industrial,Tier2,44095,11,Prefabricated,Standard,191,Difficult,148262000.0,418.0
Industrial,Tier3,4746,17,Steel Frame,Standard,82,Difficult,15445000.0,133.0
Infrastructure,Tier2,49946,10,Prefabricated,Standard,104,Moderate,152283000.0,898.0
Industrial,Tier1,4115,18,Load Bearing,Basic,84,Easy,9560000.0,117.0
Infrastructure,Tier2,25677,1,Prefabricated,Premium,112,Easy,93122000.0,276.0
Commercial,Tier2,8401,16,Steel Frame,Basic,164,Easy,20751000.0,94.0
Industrial,Tier2,34132,10,Prefabricated,Standard,148,Easy,93929000.0,398.0
Commercial,Tier2,7505,11,Steel Frame,Standard,135,Difficult,29844000.0,117.0
Infrastructure,Tier1,17723,5,RCC,Standard,200,Moderate,50247000.0,159.0
Industrial,Tier3,26650,13,RCC,Basic,146,Moderate,43625000.0,400.0
Infrastructure,Tier1,12167,6,Prefabricated,Basic,123,Moderate,29997000.0,154.0
Infrastructure,Tier3,18507,10,Prefabricated,Premium,52,Moderate,68383000.0,613.0
Residential,Tier2,29101,15,RCC,Premium,75,Easy,137031000.0,869.0
Infrastructure,Tier3,9564,13,Prefabricated,Standard,157,Easy,23305000.0,109.0
Infrastructure,Tier2,37498,11,Load Bearing,Basic,37,Easy,58298000.0,1500.0
Industrial,Tier2,21538,12,Steel Frame,Premium,158,Easy,104830000.0,245.0
Residential,Tier2,9219,4,Steel Frame,Standard,134,Easy,25652000.0,92.0
Infrastructure,Tier2,38107,1,Prefabricated,Basic,45,Difficult,75350000.0,1181.0
Residential,Tier3,44872,19,Steel Frame,Standard,108,Easy,128652000.0,999.0
Commercial,Tier2,33773,13,Steel Frame,Basic,156,Moderate,79004000.0,427.0
Industrial,Tier3,2027,7,Prefabricated,Basic,199,Difficult,3712000.0,30.0
Commercial,Tier3,47557,11,Load Bearing,Premium,74,Moderate,158267000.0,1500.0
Industrial,Tier2,24518,11,Prefabricated,Basic,19,Easy,47880000.0,1500.0
Commercial,Tier3,36752,19,Steel Frame,Basic,79,Easy,72042000.0,967.0
Infrastructure,Tier3,26523,13,Steel Frame,Standard,110,Easy,74068000.0,467.0
Commercial,Tier1,44095,4,Steel Frame,Standard,128,Difficult,160364000.0,588.0
Industrial,Tier1,24991,14,Steel Frame,Basic,28,Easy,79515000.0,1500.0
Infrastructure,Tier1,12157,4,Load Bearing,Standard,51,Moderate,32879000.0,421.0
Industrial,Tier3,38173,13,Steel Frame,Premium,191,Easy,154629000.0,399.0
Commercial,Tier1,16744,8,Load Bearing,Basic,172,Difficult,39264000.0,247.0
Industrial,Tier1,38849,5,RCC,Basic,29,Easy,72275000.0,1500.0
Residential,Tier1,47216,6,Prefabricated,Standard,89,Difficult,198671000.0,809.0
Residential,Tier1,31550,20,Load Bearing,Basic,76,Easy,82818000.0,1109.0
Residential,Tier2,15117,15,Load Bearing,Standard,91,Difficult,46407000.0,493.0
Industrial,Tier1,18611,13,Steel Frame,Premium,83,Difficult,158925000.0,531.0
Infrastructure,Tier1,34283,11,RCC,Basic,53,Easy,85791000.0,1376.0
Residential,Tier2,31868,8,RCC,Premium,118,Difficult,137603000.0,620.0
Infrastructure,Tier3,4154,20,Steel Frame,Premium,189,Difficult,23607000.0,60.0
Residential,Tier3,22989,3,Prefabricated,Standard,73,Easy,42732000.0,363.0
Infrastructure,Tier3,39766,8,Steel Frame,Premium,148,Easy,157820000.0,429.0
Industrial,Tier1,33281,17,RCC,Premium,34,Easy,189816000.0,1500.0
Industrial,Tier2,2432,14,Steel Frame,Premium,116,Difficult,13998000.0,51.0
Commercial,Tier1,16024,13,Steel Frame,Standard,169,Moderate,68509000.0,185.0
Residential,Tier1,23900,9,RCC,Standard,151,Difficult,88733000.0,368.0
Commercial,Tier1,36454,14,Load Bearing,Standard,172,Easy,125008000.0,477.0
Industrial,Tier3,43685,19,RCC,Premium,129,Easy,175673000.0,888.0
Commercial,Tier1,4962,1,Load Bearing,Standard,106,Difficult,14789000.0,81.0
Infrastructure,Tier1,43706,18,Prefabricated,Basic,200,Difficult,146313000.0,504.0
Commercial,Tier2,16584,15,Prefabricated,Premium,77,Easy,89160000.0,375.0
Commercial,Tier3,7990,12,Load Bearing,Standard,28,Easy,16859000.0,662.0
Commercial,Tier2,24184,6,RCC,Premium,54,Moderate,103961000.0,867.0
Residential,Tier2,24974,9,Load Bearing,Premium,98,Easy,99649000.0,548.0
Commercial,Tier3,2045,6,Prefabricated,Premium,174,Moderate,7229000.0,30.0
Industrial,Tier3,22946,18,RCC,Premium,157,Moderate,91167000.0,414.0
Infrastructure,Tier2,9720,1,Steel Frame,Premium,72,Easy,41357000.0,170.0
Industrial,Tier2,2631,4,RCC,Standard,101,Moderate,5695000.0,39.0
Industrial,Tier3,33496,17,RCC,Premium,8,Difficult,141971000.0,1500.0
Industrial,Tier1,42915,11,Prefabricated,Premium,110,Moderate,271526000.0,640.0
Residential,Tier1,18018,13,Steel Frame,Standard,50,Difficult,88043000.0,798.0
Infrastructure,Tier2,14479,19,RCC,Standard,60,Difficult,46538000.0,771.0
Infrastructure,Tier1,30646,8,Steel Frame,Basic,45,Moderate,89228000.0,1122.0
Infrastructure,Tier3,25034,11,RCC,Basic,129,Easy,36416000.0,398.0
Residential,Tier3,13997,3,RCC,Premium,78,Easy,41914000.0,236.0
Industrial,Tier3,41325,16,Load Bearing,Basic,28,Moderate,65242000.0,1500.0
Infrastructure,Tier1,28800,13,Load Bearing,Basic,160,Moderate,68263000.0,424.0
Infrastructure,Tier3,18127,9,Load Bearing,Premium,86,Difficult,60873000.0,548.0
Infrastructure,Tier3,1722,20,RCC,Premium,76,Difficult,7825000.0,61.0
Commercial,Tier1,47436,2,Steel Frame,Premium,45,Difficult,286843000.0,1500.0
Residential,Tier1,40291,16,Steel Frame,Premium,133,Moderate,327920000.0,682.0
Industrial,Tier1,5647,5,RCC,Standard,56,Easy,16022000.0,148.0
Industrial,Tier3,26282,14,Prefabricated,Basic,138,Easy,46365000.0,321.0
Commercial,Tier2,11052,6,RCC,Premium,44,Easy,40002000.0,408.0
Residential,Tier2,21460,12,RCC,Standard,152,Easy,57181000.0,270.0
Commercial,Tier2,23274,2,Prefabricated,Premium,55,Easy,95690000.0,507.0
Commercial,Tier2,39489,10,Load Bearing,Premium,58,Difficult,166904000.0,1500.0
Residential,Tier1,15230,12,Steel Frame,Basic,93,Moderate,45430000.0,355.0
Infrastructure,Tier1,11611,10,Load Bearing,Premium,111,Moderate,61858000.0,249.0
Industrial,Tier1,9457,7,RCC,Basic,195,Difficult,25811000.0,92.0
Commercial,Tier2,40196,11,Load Bearing,Standard,29,Moderate,96590000.0,1500.0
Infrastructure,Tier1,18748,18,Steel Frame,Standard,19,Moderate,85168000.0,1500.0
Residential,Tier3,4031,16,Prefabricated,Premium,174,Moderate,17976000.0,49.0
Residential,Tier3,4997,7,Prefabricated,Standard,92,Moderate,10962000.0,86.0
Industrial,Tier3,31257,7,Load Bearing,Basic,102,Moderate,41099000.0,677.0
Infrastructure,Tier2,6489,7,Prefabricated,Basic,38,Easy,11422000.0,244.0
Infrastructure,Tier3,10741,12,Steel Frame,Standard,179,Moderate,28867000.0,119.0
Infrastructure,Tier1,40411,20,Steel Frame,Basic,199,Difficult,148851000.0,556.0
Residential,Tier2,12032,7,Prefabricated,Standard,103,Moderate,35352000.0,191.0
Industrial,Tier1,39741,1,Prefabricated,Basic,180,Moderate,90727000.0,265.0
Industrial,Tier1,33464,14,Load Bearing,Premium,48,Easy,171662000.0,1500.0
Industrial,Tier3,33313,16,RCC,Premium,173,Moderate,126055000.0,477.0
Commercial,Tier3,12584,20,Steel Frame,Basic,131,Moderate,25375000.0,259.0
Residential,Tier2,22637,20,RCC,Standard,53,Moderate,67378000.0,1175.0
Industrial,Tier2,42298,11,RCC,Premium,16,Difficult,218751000.0,1500.0
Industrial,Tier2,10551,16,Load Bearing,Premium,142,Moderate,42643000.0,184.0
Industrial,Tier2,23444,18,RCC,Basic,93,Moderate,48766000.0,682.0
Residential,Tier1,12824,4,Load Bearing,Standard,115,Moderate,36129000.0,193.0
Commercial,Tier2,40613,17,Prefabricated,Premium,184,Difficult,224752000.0,561.0
Commercial,Tier3,35901,8,Steel Frame,Premium,158,Moderate,147846000.0,386.0
Industrial,Tier2,7974,17,Load Bearing,Premium,100,Moderate,35770000.0,243.0
Commercial,Tier1,31056,18,Steel Frame,Standard,59,Moderate,157172000.0,1319.0
Infrastructure,Tier1,49950,1,RCC,Standard,50,Difficult,172704000.0,1500.0
Residential,Tier2,39546,4,Steel Frame,Premium,134,Difficult,202494000.0,507.0
Industrial,Tier1,39679,14,Steel Frame,Standard,74,Moderate,186292000.0,1118.0
Residential,Tier1,23219,3,Load Bearing,Premium,80,Easy,100685000.0,414.0
Industrial,Tier3,20620,1,Prefabricated,Standard,59,Easy,42904000.0,384.0
Commercial,Tier3,25908,9,Load Bearing,Standard,190,Moderate,48351000.0,323.0
Commercial,Tier2,9212,17,RCC,Standard,81,Moderate,27742000.0,286.0
Infrastructure,Tier3,16571,18,Steel Frame,Standard,127,Easy,47562000.0,253.0
Industrial,Tier1,37260,15,Steel Frame,Premium,34,Moderate,257310000.0,1500.0
Residential,Tier1,1959,19,RCC,Premium,97,Difficult,13097000.0,58.0
Commercial,Tier3,23693,8,Prefabricated,Premium,31,Moderate,95563000.0,1199.0
Residential,Tier1,47355,13,Steel Frame,Basic,99,Easy,145125000.0,813.0
Commercial,Tier1,33264,19,Load Bearing,Standard,169,Difficult,130569000.0,673.0
Industrial,Tier2,6817,1,RCC,Basic,77,Difficult,10851000.0,147.0
Residential,Tier1,15877,13,Steel Frame,Standard,171,Moderate,77756000.0,198.0
Infrastructure,Tier3,8999,18,Prefabricated,Basic,72,Easy,15612000.0,259.0
Industrial,Tier2,11761,18,Prefabricated,Premium,108,Easy,59079000.0,227.0
Residential,Tier2,32923,13,Steel Frame,Standard,145,Difficult,128264000.0,465.0
Commercial,Tier1,14067,13,RCC,Standard,143,Moderate,49585000.0,221.0
Residential,Tier2,32117,2,Prefabricated,Standard,116,Moderate,83320000.0,361.0
Residential,Tier3,35260,4,RCC,Premium,86,Moderate,107366000.0,633.0
Residential,Tier1,13149,14,RCC,Basic,119,Difficult,38945000.0,266.0
Commercial,Tier2,18421,13,Load Bearing,Basic,26,Easy,31354000.0,1500.0
Industrial,Tier3,5070,5,RCC,Standard,128,Difficult,10491000.0,79.0
Residential,Tier3,33880,16,RCC,Basic,170,Difficult,64949000.0,519.0
Infrastructure,Tier1,22607,4,Prefabricated,Standard,62,Moderate,80568000.0,492.0
Residential,Tier1,37232,8,RCC,Standard,195,Easy,116121000.0,344.0
Commercial,Tier1,40082,14,Prefabricated,Premium,168,Moderate,262110000.0,459.0
Infrastructure,Tier3,43531,1,Load Bearing,Premium,8,Easy,115790000.0,1500.0
Residential,Tier1,9859,5,Prefabricated,Standard,90,Difficult,34891000.0,170.0
Commercial,Tier3,2374,12,Load Bearing,Premium,146,Easy,7510000.0,33.0
Industrial,Tier1,28026,12,RCC,Premium,104,Difficult,171985000.0,589.0
Industrial,Tier1,47959,18,Prefabricated,Premium,127,Moderate,367748000.0,823.0
Commercial,Tier1,22820,1,Prefabricated,Standard,134,Easy,74729000.0,206.0
Industrial,Tier2,48007,3,Steel Frame,Premium,61,Easy,197711000.0,1071.0
Infrastructure,Tier2,7325,13,Steel Frame,Basic,107,Easy,16963000.0,137.0
Residential,Tier2,31772,7,Steel Frame,Premium,167,Difficult,164255000.0,374.0
Infrastructure,Tier2,43719,9,RCC,Standard,125,Difficult,136678000.0,738.0
Commercial,Tier2,49701,2,RCC,Basic,25,Easy,79046000.0,1500.0
Residential,Tier2,2597,3,RCC,Premium,28,Easy,8927000.0,128.0
Residential,Tier2,42618,6,Prefabricated,Basic,181,Difficult,97432000.0,405.0
Industrial,Tier3,11770,13,Load Bearing,Premium,163,Easy,34564000.0,167.0
Residential,Tier1,18916,19,Prefabricated,Basic,24,Difficult,61951000.0,1500.0
Residential,Tier1,28028,3,Load Bearing,Standard,179,Easy,75191000.0,249.0
Commercial,Tier1,29084,16,RCC,Standard,81,Easy,109873000.0,819.0
Residential,Tier1,6398,1,Prefabricated,Premium,190,Moderate,34533000.0,38.0
Residential,Tier3,4032,3,Load Bearing,Basic,151,Moderate,4910000.0,44.0
Industrial,Tier3,31935,3,Prefabricated,Standard,184,Easy,63413000.0,220.0
Infrastructure,Tier2,12563,6,RCC,Standard,72,Easy,32966000.0,308.0
Residential,Tier2,35543,12,Load Bearing,Premium,71,Moderate,134539000.0,1273.0
Commercial,Tier1,48989,3,RCC,Basic,7,Moderate,98750000.0,1500.0
Residential,Tier3,10038,10,Steel Frame,Standard,30,Moderate,25455000.0,635.0
Residential,Tier2,33563,4,Load Bearing,Basic,176,Easy,44881000.0,316.0
Industrial,Tier3,13032,4,Steel Frame,Premium,48,Difficult,48931000.0,444.0
Commercial,Tier1,13074,7,Prefabricated,Standard,180,Difficult,54918000.0,134.0
Infrastructure,Tier3,23437,17,Load Bearing,Standard,199,Easy,53660000.0,319.0
Industrial,Tier3,3835,17,Load Bearing,Basic,18,Easy,5924000.0,569.0
Infrastructure,Tier1,45145,2,Steel Frame,Basic,135,Moderate,115038000.0,420.0
Residential,Tier3,40426,7,Load Bearing,Premium,99,Easy,116319000.0,687.0
Infrastructure,Tier1,33108,20,Load Bearing,Premium,89,Difficult,231967000.0,1241.0
Industrial,Tier2,6614,13,Prefabricated,Basic,164,Difficult,16816000.0,92.0
Industrial,Tier2,48252,15,Steel Frame,Standard,115,Easy,176934000.0,830.0
Industrial,Tier3,49740,2,Prefabricated,Premium,107,Moderate,150815000.0,622.0
Infrastructure,Tier2,2381,13,Load Bearing,Standard,182,Easy,5504000.0,32.0
Commercial,Tier2,6006,20,Load Bearing,Premium,16,Easy,26509000.0,1095.0
Industrial,Tier3,3966,13,Steel Frame,Premium,24,Moderate,17293000.0,341.0
Infrastructure,Tier3,42570,14,Steel Frame,Basic,65,Difficult,96968000.0,1500.0
Residential,Tier2,4339,12,RCC,Premium,15,Easy,20033000.0,607.0
Residential,Tier1,7089,4,Load Bearing,Standard,171,Moderate,19432000.0,74.0
Industrial,Tier1,3686,18,Prefabricated,Premium,115,Moderate,25408000.0,72.0
Commercial,Tier3,10155,8,Prefabricated,Premium,147,Difficult,39620000.0,121.0
Commercial,Tier2,49945,20,RCC,Basic,194,Difficult,123848000.0,841.0
Residential,Tier1,5896,6,Prefabricated,Standard,96,Moderate,22790000.0,97.0
Infrastructure,Tier2,1993,2,Load Bearing,Basic,88,Difficult,2958000.0,42.0
Infrastructure,Tier2,2514,16,Steel Frame,Basic,77,Moderate,6722000.0,72.0
Residential,Tier2,47656,7,Load Bearing,Premium,94,Easy,166646000.0,1033.0
Commercial,Tier3,31216,4,Load Bearing,Standard,135,Difficult,52809000.0,443.0
Industrial,Tier3,38364,12,Steel Frame,Premium,119,Difficult,192018000.0,653.0
Industrial,Tier3,23587,11,Load Bearing,Standard,63,Easy,47781000.0,780.0
Commercial,Tier1,25580,5,Steel Frame,Standard,97,Difficult,97625000.0,480.0
Infrastructure,Tier1,9605,13,Steel Frame,Standard,153,Moderate,43161000.0,138.0
Industrial,Tier2,26472,15,Prefabricated,Standard,111,Easy,87651000.0,422.0
Infrastructure,Tier2,4609,2,Prefabricated,Premium,6,Easy,18419000.0,910.0
Commercial,Tier2,22295,7,RCC,Basic,113,Moderate,40515000.0,389.0
Commercial,Tier1,30717,17,Steel Frame,Basic,133,Easy,93936000.0,517.0
Infrastructure,Tier2,41413,1,RCC,Basic,72,Moderate,69262000.0,827.0
Residential,Tier1,21692,20,RCC,Basic,180,Easy,59666000.0,322.0
